TicketID,CreatedAt,ClosedAt,Priority,Type,Status,Region,Channel,SLA_Target_Hours,Resolution_Hours,SLA_Met
2674,2024-10-15,2024-10-15 22:00:00,High,Incident,Open,Caribe,Partners,24,22.0,1
2675,2024-10-24,2024-10-30 03:00:00,Medium,Request,Closed,Andina,Partners,48,147.0,0
2676,2025-03-07,2025-03-12 08:00:00,Medium,Incident,Open,Amazonía,Ecommerce,48,128.0,0
2677,2024-06-04,2024-06-04 23:00:00,Critical,Change,Closed,Pacífico,Ecommerce,24,23.0,1
2678,2024-11-14,2024-11-15 06:00:00,Medium,Incident,Closed,Amazonía,Retail,48,30.0,1
2679,2024-06-03,2024-06-08 17:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,137.0,0
2680,2025-02-07,2025-02-10 19:00:00,Low,Incident,Closed,Orinoquía,Partners,72,91.0,0
2681,2024-04-21,2024-04-29 06:00:00,Low,Request,Open,Pacífico,Partners,72,198.0,0
2682,2024-01-27,2024-01-31 08:00:00,Low,Incident,Closed,Orinoquía,Retail,72,104.0,0
2683,2025-02-02,2025-02-06 23:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,119.0,0
2684,2024-10-26,2024-11-02 07:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,175.0,0
2685,2024-08-16,2024-08-21 22:00:00,Low,Request,In Progress,Amazonía,Ecommerce,72,142.0,0
2686,2024-10-01,2024-10-07 11:00:00,Medium,Request,In Progress,Andina,Retail,48,155.0,0
2687,2025-03-03,2025-03-07 15:00:00,Low,Request,Resolved,Amazonía,Retail,72,111.0,0
2688,2024-06-04,2024-06-11 19:00:00,Medium,Incident,Resolved,Andina,Partners,48,187.0,0
2689,2024-10-30,2024-11-04 19:00:00,Medium,Request,Closed,Andina,Retail,48,139.0,0
2690,2024-08-19,2024-08-22 00:00:00,Low,Incident,Resolved,Pacífico,Partners,72,72.0,1
2691,2025-04-12,2025-04-15 04:00:00,Low,Request,Closed,Pacífico,Retail,72,76.0,0
2692,2024-01-24,2024-01-27 11:00:00,High,Change,Resolved,Andina,Ecommerce,24,83.0,0
2693,2025-08-29,2025-09-04 13:00:00,Low,Incident,Closed,Andina,Retail,72,157.0,0
2694,2025-04-30,2025-05-02 05:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,53.0,1
2695,2025-02-24,2025-02-28 04:00:00,Low,Incident,Open,Amazonía,Retail,72,100.0,0
2696,2025-05-22,2025-05-27 11:00:00,High,Incident,In Progress,Amazonía,Ecommerce,24,131.0,0
2697,2024-03-03,2024-03-06 20:00:00,Medium,Request,Closed,Orinoquía,Partners,48,92.0,0
2698,2024-07-10,2024-07-12 08:00:00,High,Request,Closed,Amazonía,Ecommerce,24,56.0,0
2699,2025-04-02,2025-04-04 21:00:00,High,Incident,Closed,Orinoquía,Ecommerce,24,69.0,0
2700,2024-02-04,2024-02-05 01:00:00,Low,Request,Resolved,Pacífico,Retail,72,25.0,1
2701,2024-01-31,2024-02-02 07:00:00,Critical,Incident,Closed,Andina,Retail,24,55.0,0
2702,2025-01-21,2025-01-21 22:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,22.0,1
2703,2024-03-07,2024-03-11 05:00:00,Medium,Incident,In Progress,Pacífico,Retail,48,101.0,0
2704,2025-07-23,2025-07-27 15:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,111.0,0
2705,2024-07-24,2024-07-31 12:00:00,Medium,Request,Closed,Amazonía,Partners,48,180.0,0
2706,2025-06-30,2025-07-01 11:00:00,Low,Request,Resolved,Pacífico,Retail,72,35.0,1
2707,2024-07-18,2024-07-23 04:00:00,High,Request,Resolved,Orinoquía,Partners,24,124.0,0
2708,2025-09-26,2025-09-28 15:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,63.0,0
2709,2025-02-10,2025-02-12 18:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,66.0,0
2710,2024-03-21,2024-03-29 02:00:00,High,Request,In Progress,Orinoquía,Partners,24,194.0,0
2711,2024-12-20,2024-12-24 05:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,101.0,0
2712,2024-02-18,2024-02-19 16:00:00,Medium,Request,Closed,Pacífico,Partners,48,40.0,1
2713,2024-08-19,2024-08-26 07:00:00,Medium,Incident,Resolved,Pacífico,Partners,48,175.0,0
2714,2025-09-01,2025-09-06 13:00:00,Low,Incident,Resolved,Amazonía,Retail,72,133.0,0
2715,2025-03-05,2025-03-13 04:00:00,High,Request,Closed,Amazonía,Partners,24,196.0,0
2716,2024-09-05,2024-09-11 04:00:00,High,Change,Resolved,Amazonía,Retail,24,148.0,0
2717,2025-07-30,2025-07-30 13:00:00,Low,Incident,Closed,Pacífico,Retail,72,13.0,1
2718,2025-05-14,2025-05-17 07:00:00,High,Request,Resolved,Andina,Ecommerce,24,79.0,0
2719,2024-08-30,2024-08-31 00:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,24.0,1
2720,2024-05-31,2024-05-31 19:00:00,Medium,Request,Closed,Orinoquía,Partners,48,19.0,1
2721,2025-07-01,2025-07-08 10:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,178.0,0
2722,2024-12-21,2024-12-29 03:00:00,High,Incident,Closed,Andina,Retail,24,195.0,0
2723,2024-09-12,2024-09-18 12:00:00,High,Incident,Resolved,Andina,Partners,24,156.0,0
2724,2025-03-29,2025-04-06 05:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,197.0,0
2725,2024-12-14,2024-12-15 04:00:00,Medium,Request,Closed,Orinoquía,Retail,48,28.0,1
2726,2024-12-16,2024-12-16 07:00:00,Low,Incident,Resolved,Amazonía,Partners,72,7.0,1
2727,2024-03-10,2024-03-14 06:00:00,High,Incident,Resolved,Pacífico,Retail,24,102.0,0
2728,2024-08-14,2024-08-15 05:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,29.0,1
2729,2024-02-23,2024-02-25 16:00:00,Low,Request,Closed,Amazonía,Partners,72,64.0,1
2730,2025-05-04,2025-05-07 22:00:00,Low,Incident,Resolved,Andina,Partners,72,94.0,0
2731,2024-09-28,2024-10-06 03:00:00,High,Request,Resolved,Pacífico,Partners,24,195.0,0
2732,2024-12-02,2024-12-03 21:00:00,Medium,Incident,Closed,Andina,Partners,48,45.0,1
2733,2024-05-13,2024-05-13 08:00:00,Critical,Request,Closed,Pacífico,Ecommerce,24,8.0,1
2734,2024-11-29,2024-12-06 03:00:00,Low,Incident,Resolved,Amazonía,Retail,72,171.0,0
2735,2025-09-25,2025-09-30 14:00:00,Medium,Incident,In Progress,Orinoquía,Retail,48,134.0,0
2736,2024-09-13,2024-09-19 00:00:00,Medium,Incident,Closed,Caribe,Retail,48,144.0,0
2737,2024-10-31,2024-11-04 19:00:00,High,Change,In Progress,Caribe,Retail,24,115.0,0
2738,2024-10-20,2024-10-23 22:00:00,High,Incident,Closed,Amazonía,Retail,24,94.0,0
2739,2024-12-30,2024-12-30 02:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,2.0,1
2740,2024-01-01,2024-01-02 00:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,24.0,1
2741,2024-03-28,2024-04-02 08:00:00,Low,Incident,Resolved,Amazonía,Partners,72,128.0,0
2742,2024-10-06,2024-10-13 23:00:00,Low,Request,Closed,Andina,Retail,72,191.0,0
2743,2025-05-01,2025-05-05 12:00:00,High,Incident,Resolved,Orinoquía,Partners,24,108.0,0
2744,2024-02-12,2024-02-19 10:00:00,Low,Request,In Progress,Caribe,Ecommerce,72,178.0,0
2745,2024-05-13,2024-05-21 06:00:00,Medium,Incident,Resolved,Amazonía,Retail,48,198.0,0
2746,2025-05-29,2025-06-05 07:00:00,Critical,Incident,Resolved,Andina,Retail,24,175.0,0
2747,2025-02-12,2025-02-17 13:00:00,High,Incident,Resolved,Caribe,Retail,24,133.0,0
2748,2024-11-19,2024-11-24 05:00:00,High,Request,Closed,Caribe,Partners,24,125.0,0
2749,2025-04-02,2025-04-07 14:00:00,Medium,Incident,Resolved,Andina,Retail,48,134.0,0
2750,2024-12-16,2024-12-18 20:00:00,Low,Request,Closed,Caribe,Partners,72,68.0,1
2751,2025-09-17,2025-09-19 21:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,69.0,0
2752,2024-08-03,2024-08-08 04:00:00,Medium,Change,Resolved,Andina,Retail,48,124.0,0
2753,2025-05-05,2025-05-07 08:00:00,Low,Request,Resolved,Caribe,Partners,72,56.0,1
2754,2024-09-10,2024-09-12 00:00:00,Low,Incident,In Progress,Amazonía,Ecommerce,72,48.0,1
2755,2024-01-25,2024-01-28 10:00:00,High,Request,Closed,Amazonía,Ecommerce,24,82.0,0
2756,2025-03-31,2025-04-06 03:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,147.0,0
2757,2024-09-14,2024-09-16 22:00:00,Medium,Incident,Resolved,Caribe,Partners,48,70.0,0
2758,2025-03-12,2025-03-18 20:00:00,High,Request,In Progress,Andina,Retail,24,164.0,0
2759,2024-05-30,2024-06-04 03:00:00,Medium,Change,Open,Amazonía,Partners,48,123.0,0
2760,2024-05-17,2024-05-19 17:00:00,High,Incident,Open,Amazonía,Ecommerce,24,65.0,0
2761,2025-02-19,2025-02-24 00:00:00,Low,Request,Resolved,Caribe,Retail,72,120.0,0
2762,2024-01-29,2024-02-05 03:00:00,Medium,Request,Resolved,Amazonía,Retail,48,171.0,0
2763,2024-12-01,2024-12-05 02:00:00,Low,Incident,Resolved,Andina,Retail,72,98.0,0
2764,2025-02-16,2025-02-16 20:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,20.0,1
2765,2024-09-29,2024-10-05 16:00:00,Low,Request,Closed,Pacífico,Retail,72,160.0,0
2766,2025-04-19,2025-04-22 06:00:00,Low,Request,In Progress,Orinoquía,Partners,72,78.0,0
2767,2024-03-30,2024-04-02 13:00:00,Low,Request,Resolved,Orinoquía,Partners,72,85.0,0
2768,2025-01-04,2025-01-12 07:00:00,Medium,Change,Closed,Pacífico,Partners,48,199.0,0
2769,2024-01-03,2024-01-04 16:00:00,Low,Request,Resolved,Amazonía,Partners,72,40.0,1
2770,2025-02-08,2025-02-13 02:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,122.0,0
2771,2024-07-30,2024-08-05 11:00:00,Medium,Incident,Open,Amazonía,Retail,48,155.0,0
2772,2025-08-26,2025-09-01 13:00:00,Low,Request,Closed,Orinoquía,Partners,72,157.0,0
2773,2024-08-18,2024-08-23 22:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,142.0,0
2774,2025-01-16,2025-01-20 20:00:00,Low,Request,Closed,Orinoquía,Partners,72,116.0,0
2775,2025-09-10,2025-09-14 05:00:00,High,Incident,In Progress,Orinoquía,Partners,24,101.0,0
2776,2025-02-26,2025-03-05 04:00:00,Low,Incident,Closed,Andina,Ecommerce,72,172.0,0
2777,2025-06-03,2025-06-10 20:00:00,High,Request,Resolved,Caribe,Retail,24,188.0,0
2778,2025-07-23,2025-07-27 12:00:00,Low,Request,Closed,Caribe,Retail,72,108.0,0
2779,2024-08-15,2024-08-19 09:00:00,Medium,Incident,In Progress,Andina,Partners,48,105.0,0
2780,2024-06-19,2024-06-23 03:00:00,High,Request,Resolved,Andina,Partners,24,99.0,0
2781,2024-10-11,2024-10-12 12:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,36.0,1
2782,2024-09-16,2024-09-18 05:00:00,Medium,Incident,Resolved,Andina,Partners,48,53.0,0
2783,2025-08-11,2025-08-18 23:00:00,High,Incident,Closed,Orinoquía,Retail,24,191.0,0
2784,2025-04-16,2025-04-21 15:00:00,Low,Incident,In Progress,Andina,Retail,72,135.0,0
2785,2024-11-20,2024-11-20 13:00:00,Low,Request,In Progress,Andina,Ecommerce,72,13.0,1
2786,2024-04-10,2024-04-13 18:00:00,High,Change,In Progress,Andina,Partners,24,90.0,0
2787,2024-03-11,2024-03-12 12:00:00,Critical,Request,Closed,Amazonía,Ecommerce,24,36.0,0
2788,2025-08-26,2025-08-31 11:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,131.0,0
2789,2025-09-02,2025-09-10 04:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,196.0,0
2790,2024-12-09,2024-12-15 23:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,167.0,0
2791,2024-07-03,2024-07-07 10:00:00,Low,Incident,Closed,Andina,Ecommerce,72,106.0,0
2792,2025-04-19,2025-04-23 07:00:00,Low,Request,Closed,Andina,Ecommerce,72,103.0,0
2793,2024-03-02,2024-03-03 08:00:00,Low,Request,Resolved,Andina,Retail,72,32.0,1
2794,2024-06-06,2024-06-08 11:00:00,Low,Change,Closed,Amazonía,Partners,72,59.0,1
2795,2024-01-04,2024-01-09 13:00:00,Medium,Change,Resolved,Caribe,Retail,48,133.0,0
2796,2024-08-07,2024-08-07 23:00:00,Medium,Request,Closed,Andina,Partners,48,23.0,1
2797,2024-05-07,2024-05-13 20:00:00,Medium,Change,Closed,Caribe,Retail,48,164.0,0
2798,2025-04-01,2025-04-05 07:00:00,High,Incident,Resolved,Andina,Partners,24,103.0,0
2799,2025-06-12,2025-06-12 11:00:00,Low,Request,Closed,Orinoquía,Ecommerce,72,11.0,1
2800,2025-04-09,2025-04-12 08:00:00,Medium,Request,Closed,Andina,Ecommerce,48,80.0,0
2801,2025-06-08,2025-06-14 01:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,145.0,0
2802,2025-01-28,2025-02-04 14:00:00,Low,Request,Resolved,Pacífico,Retail,72,182.0,0
2803,2025-08-30,2025-08-30 10:00:00,Medium,Incident,In Progress,Amazonía,Partners,48,10.0,1
2804,2025-05-26,2025-05-30 15:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,111.0,0
2805,2024-09-07,2024-09-09 12:00:00,High,Request,Closed,Amazonía,Retail,24,60.0,0
2806,2025-07-31,2025-08-07 05:00:00,Low,Request,In Progress,Andina,Retail,72,173.0,0
2807,2024-10-17,2024-10-21 03:00:00,High,Change,Resolved,Amazonía,Retail,24,99.0,0
2808,2024-02-09,2024-02-13 17:00:00,Low,Change,Resolved,Caribe,Partners,72,113.0,0
2809,2025-07-30,2025-07-30 18:00:00,High,Change,Closed,Amazonía,Ecommerce,24,18.0,1
2810,2025-04-11,2025-04-15 08:00:00,Critical,Request,Resolved,Orinoquía,Ecommerce,24,104.0,0
2811,2025-08-22,2025-08-25 02:00:00,Medium,Request,Closed,Orinoquía,Partners,48,74.0,0
2812,2025-05-17,2025-05-25 05:00:00,Medium,Incident,Resolved,Caribe,Partners,48,197.0,0
2813,2025-06-10,2025-06-17 17:00:00,Medium,Request,Resolved,Caribe,Ecommerce,48,185.0,0
2814,2024-11-01,2024-11-04 03:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,75.0,0
2815,2024-09-08,2024-09-11 05:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,77.0,0
2816,2025-09-25,2025-09-29 06:00:00,High,Incident,Resolved,Orinoquía,Ecommerce,24,102.0,0
2817,2025-05-01,2025-05-04 17:00:00,Low,Change,Resolved,Amazonía,Retail,72,89.0,0
2818,2024-06-02,2024-06-05 23:00:00,Low,Request,Closed,Andina,Retail,72,95.0,0
2819,2024-12-16,2024-12-21 12:00:00,Low,Request,Resolved,Orinoquía,Retail,72,132.0,0
2820,2024-02-02,2024-02-07 07:00:00,Medium,Request,Closed,Amazonía,Retail,48,127.0,0
2821,2024-03-10,2024-03-13 21:00:00,Low,Request,Open,Pacífico,Ecommerce,72,93.0,0
2822,2024-11-25,2024-11-25 08:00:00,Low,Request,Closed,Pacífico,Retail,72,8.0,1
2823,2024-12-28,2025-01-04 07:00:00,Low,Incident,In Progress,Orinoquía,Retail,72,175.0,0
2824,2024-04-13,2024-04-20 11:00:00,Medium,Request,In Progress,Pacífico,Ecommerce,48,179.0,0
2825,2024-01-06,2024-01-08 17:00:00,Medium,Incident,Open,Caribe,Ecommerce,48,65.0,0
2826,2024-09-21,2024-09-26 17:00:00,Low,Change,Resolved,Andina,Partners,72,137.0,0
2827,2025-02-04,2025-02-04 03:00:00,High,Incident,Closed,Andina,Retail,24,3.0,1
2828,2025-02-12,2025-02-17 03:00:00,Medium,Request,Resolved,Amazonía,Retail,48,123.0,0
2829,2025-05-13,2025-05-13 10:00:00,Critical,Incident,Closed,Pacífico,Ecommerce,24,10.0,1
2830,2025-06-25,2025-06-28 13:00:00,Medium,Incident,Resolved,Andina,Retail,48,85.0,0
2831,2024-08-02,2024-08-04 11:00:00,Low,Incident,Resolved,Caribe,Retail,72,59.0,1
2832,2024-10-10,2024-10-16 17:00:00,Medium,Change,In Progress,Andina,Partners,48,161.0,0
2833,2025-09-15,2025-09-15 13:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,13.0,1
2834,2024-10-03,2024-10-04 21:00:00,High,Request,Resolved,Pacífico,Partners,24,45.0,0
2835,2025-02-25,2025-03-04 23:00:00,Low,Incident,Resolved,Andina,Partners,72,191.0,0
2836,2025-01-15,2025-01-22 07:00:00,Medium,Incident,In Progress,Amazonía,Partners,48,175.0,0
2837,2025-01-05,2025-01-11 20:00:00,Low,Incident,In Progress,Amazonía,Ecommerce,72,164.0,0
2838,2024-11-05,2024-11-11 07:00:00,Medium,Request,Closed,Andina,Retail,48,151.0,0
2839,2024-12-24,2024-12-25 05:00:00,Low,Request,Resolved,Pacífico,Partners,72,29.0,1
2840,2025-01-05,2025-01-07 07:00:00,Medium,Request,Resolved,Pacífico,Retail,48,55.0,0
2841,2024-12-23,2024-12-28 15:00:00,Low,Incident,Resolved,Caribe,Partners,72,135.0,0
2842,2024-02-13,2024-02-17 19:00:00,Low,Request,In Progress,Caribe,Retail,72,115.0,0
2843,2025-06-18,2025-06-23 04:00:00,High,Incident,Resolved,Caribe,Ecommerce,24,124.0,0
2844,2024-01-23,2024-01-27 05:00:00,Low,Request,Resolved,Caribe,Partners,72,101.0,0
2845,2024-07-21,2024-07-24 10:00:00,Low,Request,Closed,Pacífico,Partners,72,82.0,0
2846,2024-05-20,2024-05-22 20:00:00,Low,Change,Closed,Orinoquía,Ecommerce,72,68.0,1
2847,2024-08-01,2024-08-08 22:00:00,Low,Incident,In Progress,Andina,Ecommerce,72,190.0,0
2848,2025-02-09,2025-02-13 19:00:00,Low,Incident,Resolved,Amazonía,Partners,72,115.0,0
2849,2025-05-25,2025-05-31 01:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,145.0,0
2850,2025-07-02,2025-07-05 01:00:00,Low,Incident,Resolved,Andina,Partners,72,73.0,0
2851,2025-06-12,2025-06-15 05:00:00,Medium,Request,Closed,Amazonía,Retail,48,77.0,0
2852,2024-02-06,2024-02-06 14:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,14.0,1
2853,2025-09-11,2025-09-18 18:00:00,High,Incident,Closed,Pacífico,Partners,24,186.0,0
2854,2025-09-16,2025-09-22 21:00:00,Medium,Request,Resolved,Pacífico,Retail,48,165.0,0
2855,2024-12-24,2025-01-01 00:00:00,Low,Request,In Progress,Orinoquía,Ecommerce,72,192.0,0
2856,2025-07-15,2025-07-19 21:00:00,Low,Request,Closed,Orinoquía,Partners,72,117.0,0
2857,2025-03-27,2025-04-01 02:00:00,Low,Incident,Resolved,Orinoquía,Partners,72,122.0,0
2858,2025-04-17,2025-04-19 14:00:00,Medium,Request,In Progress,Amazonía,Retail,48,62.0,0
2859,2025-05-01,2025-05-07 05:00:00,Low,Change,Closed,Caribe,Ecommerce,72,149.0,0
2860,2024-02-15,2024-02-16 08:00:00,High,Request,Resolved,Pacífico,Retail,24,32.0,0
2861,2024-07-21,2024-07-22 12:00:00,Low,Incident,Closed,Pacífico,Ecommerce,72,36.0,1
2862,2025-05-09,2025-05-12 08:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,80.0,0
2863,2024-01-04,2024-01-04 14:00:00,Low,Change,Closed,Amazonía,Ecommerce,72,14.0,1
2864,2025-05-26,2025-05-31 20:00:00,High,Request,Resolved,Pacífico,Retail,24,140.0,0
2865,2025-01-06,2025-01-12 04:00:00,Low,Request,Resolved,Orinoquía,Partners,72,148.0,0
2866,2024-06-08,2024-06-08 02:00:00,High,Request,Resolved,Amazonía,Retail,24,2.0,1
2867,2024-09-01,2024-09-02 14:00:00,Low,Incident,Closed,Andina,Retail,72,38.0,1
2868,2025-04-15,2025-04-21 10:00:00,Low,Request,Resolved,Amazonía,Retail,72,154.0,0
2869,2025-06-14,2025-06-17 02:00:00,Low,Incident,Resolved,Caribe,Partners,72,74.0,0
2870,2024-08-16,2024-08-21 20:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,140.0,0
2871,2025-03-29,2025-04-02 09:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,105.0,0
2872,2024-04-10,2024-04-17 10:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,178.0,0
2873,2025-08-09,2025-08-09 14:00:00,High,Incident,Closed,Amazonía,Ecommerce,24,14.0,1
2874,2024-10-24,2024-10-26 22:00:00,Medium,Change,Resolved,Andina,Retail,48,70.0,0
2875,2024-01-20,2024-01-23 19:00:00,Critical,Incident,Open,Caribe,Ecommerce,24,91.0,0
2876,2024-06-05,2024-06-06 03:00:00,Critical,Request,Resolved,Andina,Ecommerce,24,27.0,0
2877,2025-05-09,2025-05-15 05:00:00,Medium,Change,In Progress,Caribe,Retail,48,149.0,0
2878,2024-03-14,2024-03-16 09:00:00,High,Incident,Closed,Caribe,Partners,24,57.0,0
2879,2025-08-22,2025-08-27 07:00:00,High,Incident,Resolved,Orinoquía,Ecommerce,24,127.0,0
2880,2025-06-14,2025-06-19 07:00:00,Low,Incident,Closed,Amazonía,Partners,72,127.0,0
2881,2025-09-19,2025-09-22 04:00:00,Low,Incident,Closed,Caribe,Partners,72,76.0,0
2882,2025-07-23,2025-07-25 21:00:00,High,Request,Closed,Andina,Ecommerce,24,69.0,0
2883,2024-02-20,2024-02-26 06:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,150.0,0
2884,2024-09-28,2024-09-28 01:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,1.0,1
2885,2024-05-19,2024-05-25 01:00:00,High,Incident,Resolved,Pacífico,Ecommerce,24,145.0,0
2886,2024-08-24,2024-08-29 23:00:00,High,Request,In Progress,Pacífico,Partners,24,143.0,0
2887,2024-01-08,2024-01-09 21:00:00,Medium,Incident,Resolved,Andina,Partners,48,45.0,1
2888,2024-04-20,2024-04-26 07:00:00,Low,Request,Closed,Orinoquía,Retail,72,151.0,0
2889,2025-05-30,2025-06-03 22:00:00,Low,Change,Closed,Pacífico,Retail,72,118.0,0
2890,2024-01-30,2024-02-02 07:00:00,Low,Request,Closed,Caribe,Partners,72,79.0,0
2891,2024-03-20,2024-03-21 20:00:00,Low,Incident,Resolved,Amazonía,Ecommerce,72,44.0,1
2892,2024-12-30,2025-01-04 22:00:00,Low,Request,Closed,Orinoquía,Ecommerce,72,142.0,0
2893,2025-04-23,2025-04-29 04:00:00,High,Incident,Resolved,Andina,Retail,24,148.0,0
2894,2025-06-03,2025-06-10 19:00:00,Low,Incident,In Progress,Andina,Ecommerce,72,187.0,0
2895,2024-03-12,2024-03-13 12:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,36.0,1
2896,2025-09-02,2025-09-03 18:00:00,High,Incident,In Progress,Pacífico,Partners,24,42.0,0
2897,2024-10-20,2024-10-20 12:00:00,Low,Incident,In Progress,Caribe,Ecommerce,72,12.0,1
2898,2025-08-07,2025-08-13 10:00:00,Low,Request,Closed,Caribe,Partners,72,154.0,0
2899,2025-04-04,2025-04-06 01:00:00,Low,Incident,Closed,Pacífico,Ecommerce,72,49.0,1
2900,2025-05-19,2025-05-22 01:00:00,Medium,Request,Resolved,Caribe,Partners,48,73.0,0
2901,2025-09-26,2025-10-02 10:00:00,Low,Incident,Closed,Amazonía,Retail,72,154.0,0
2902,2024-06-16,2024-06-19 06:00:00,High,Request,In Progress,Orinoquía,Retail,24,78.0,0
2903,2024-06-11,2024-06-19 07:00:00,Low,Request,Resolved,Andina,Retail,72,199.0,0
2904,2025-03-15,2025-03-22 23:00:00,High,Incident,Closed,Orinoquía,Ecommerce,24,191.0,0
2905,2024-02-23,2024-02-27 10:00:00,High,Incident,Closed,Andina,Ecommerce,24,106.0,0
2906,2024-12-07,2024-12-08 18:00:00,Medium,Request,Resolved,Caribe,Retail,48,42.0,1
2907,2025-09-12,2025-09-12 03:00:00,Low,Change,Resolved,Andina,Retail,72,3.0,1
2908,2024-09-06,2024-09-07 08:00:00,Low,Request,Resolved,Caribe,Partners,72,32.0,1
2909,2024-02-24,2024-02-27 03:00:00,Medium,Request,Resolved,Caribe,Partners,48,75.0,0
2910,2025-08-01,2025-08-07 04:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,148.0,0
2911,2024-10-11,2024-10-11 17:00:00,Low,Request,In Progress,Andina,Partners,72,17.0,1
2912,2024-05-04,2024-05-11 01:00:00,High,Incident,Resolved,Pacífico,Partners,24,169.0,0
2913,2024-06-19,2024-06-24 08:00:00,Low,Incident,In Progress,Pacífico,Partners,72,128.0,0
2914,2025-04-29,2025-05-02 07:00:00,Medium,Incident,Resolved,Pacífico,Partners,48,79.0,0
2915,2024-10-15,2024-10-16 04:00:00,High,Incident,Closed,Amazonía,Partners,24,28.0,0
2916,2024-11-08,2024-11-15 02:00:00,Critical,Request,Closed,Pacífico,Retail,24,170.0,0
2917,2024-05-29,2024-06-02 02:00:00,Medium,Incident,Closed,Orinoquía,Retail,48,98.0,0
2918,2024-03-16,2024-03-23 14:00:00,Low,Change,Resolved,Orinoquía,Partners,72,182.0,0
2919,2024-01-01,2024-01-06 04:00:00,Medium,Incident,Resolved,Amazonía,Retail,48,124.0,0
2920,2024-09-24,2024-09-26 23:00:00,Medium,Change,In Progress,Andina,Retail,48,71.0,0
2921,2024-07-10,2024-07-17 13:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,181.0,0
2922,2024-05-27,2024-06-01 12:00:00,Low,Incident,Resolved,Caribe,Partners,72,132.0,0
2923,2025-06-03,2025-06-04 03:00:00,Medium,Request,Closed,Pacífico,Partners,48,27.0,1
2924,2025-01-30,2025-02-02 16:00:00,Medium,Request,In Progress,Pacífico,Retail,48,88.0,0
2925,2024-04-27,2024-05-02 23:00:00,High,Incident,Closed,Orinoquía,Partners,24,143.0,0
2926,2024-09-26,2024-09-26 16:00:00,Medium,Incident,Open,Caribe,Retail,48,16.0,1
2927,2025-09-16,2025-09-24 00:00:00,Critical,Request,Closed,Amazonía,Retail,24,192.0,0
2928,2025-01-29,2025-01-30 08:00:00,Medium,Incident,In Progress,Caribe,Retail,48,32.0,1
2929,2025-07-22,2025-07-22 03:00:00,Critical,Request,Resolved,Amazonía,Retail,24,3.0,1
2930,2024-06-30,2024-07-01 07:00:00,Medium,Request,Resolved,Pacífico,Ecommerce,48,31.0,1
2931,2025-07-28,2025-08-02 06:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,126.0,0
2932,2025-09-24,2025-09-24 02:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,2.0,1
2933,2025-03-22,2025-03-25 23:00:00,Critical,Incident,Resolved,Orinoquía,Retail,24,95.0,0
2934,2025-01-27,2025-01-28 18:00:00,Low,Change,Resolved,Caribe,Partners,72,42.0,1
2935,2025-06-03,2025-06-11 02:00:00,Critical,Incident,Resolved,Amazonía,Partners,24,194.0,0
2936,2024-08-18,2024-08-23 03:00:00,Low,Request,Closed,Amazonía,Partners,72,123.0,0
2937,2024-12-26,2024-12-29 22:00:00,Medium,Request,In Progress,Caribe,Ecommerce,48,94.0,0
